"Probe_ID","Probe_Name"
"Z25535_at","Nuclear pore complex protein hnup153"
"Z25884_at","GB DEF = ClC-1 muscle chloride channel protein"
"Z27113_at","DNA-DIRECTED RNA POLYMERASE II 14.4 KD POLYPEPTIDE"
"Z29064_at","EPS15 Epidermal growth factor receptor pathway substrate 15"
"Z29090_at","PHOSPHATIDYLINOSITOL 3-KINASE CATALYTIC SUBUNIT, ALPHA ISOFORM"
"Z29481_at","3-HYDROXYANTHRANILATE 3,4-DIOXYGENASE"
"Z29505_at","Alpha-CP1 mRNA"
"Z29574_at","BCMA B cell maturation factor"
"Z29678_at","MitF mRNA"
"Z30425_at","Orphan nuclear hormone receptor"
"Z30426_at","CD69 CD69 antigen (early T cell activation antigen)"
"Z31357_at","CDO1 Cysteine dioxygenase, type 1"
"Z32765_at","GB DEF = CD36 gene exon 15"
"Z35093_at","SURF1 Surfeit 1"
"Z35102_at","Ndr protein kinase"
"Z35227_at","TTF mRNA for small G protein"
"Z35278_at","PEBP2aC1 acute myeloid leukaemia mRNA"
"Z35307_at","ECE1 Endothelin converting enzyme 1"
"Z35491_at","Novel glucocorticoid receptor-associated protein"
"Z36714_at","CCNF Cyclin F"
"Z36715_at","GB DEF = Net transcription factor"
"Z37166_at","BAT1 mRNA for nuclear RNA helicase (DEAD family)"
"Z46376_rna1_at","HK2 mRNA for hexokinase II"
"Z46973_at","Phosphatidylinositol 3-kinase"
"Z48042_at","mRNA encoding GPI-anchored protein p137"
"Z48054_at","PXR1 Peroxisome receptor 1"
"Z48199_at","SDC1 Syndecan 1"
"Z48481_at","MT-MMP protein"
"Z48512_at","GB DEF = XG mRNA (clone PEP6)"
"Z48579_at","Disintegrin-metalloprotease (partial)"
"Z48633_at","GB DEF = Retrotransposon"
"Z48950_at","HISTONE H3.3"
"Z49099_at","Spermine synthase"
"Z49194_at","OBF-1 mRNA for octamer binding factor 1"
"Z49254_at","L23-related mRNA"
"Z49269_at","Chemokine HCC-1"
"Z49878_at","Guanidinoacetate N-methyltransferase"
"Z50022_at","Surface glycoprotein"
"Z50749_at","Sds22-like mRNA"
"Z50781_at","Leucine zipper protein"
"Z50853_at","CLPP"
"Z56281_at","Interferon regulatory factor 3"
"Z67743_at","Chloride channel protein (CLCN7) mRNA, partial cds"
"Z68129_cds1_at","H-IDH gamma gene (NAD(H)-specific isocitrate dehydrogenase gamma-subunit precursor) extracted from H.sapiens IDH gamma gene and TRAP delta gene"
"Z68747_at","GB DEF = Imogen 38"
"Z69881_at","Adenosine triphosphatase, calcium"
"Z69915_at","GB DEF = mRNA (clone ICRFp507L1876)"
"Z70219_at","GB DEF = 5'UTR for unknown protein (clone ICRFp507C0696)"
"Z70220_at","GB DEF = 5'UTR for unknown protein (clone ICRFp507O0882)"
"Z71460_at","Vacuolar-type H(+)-ATPase 115 kDa subunit"
"Z72499_at","Herpesvirus associated ubiquitin-specific protease (HAUSP)"
"Z81326_at","Protease inhibitor 12 (PI12; neuroserpin)"
"Z83821_cds2_at","5-aminolevulinic acid synthase gene extracted from Human DNA sequence from PAC 296K21 on chromosome X contains cytokeratin exon, delta-aminolevulinate synthase (erythroid); 5-aminolevulinic acid synthase.(EC 2.3.1.37). 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase (EC 2.7.1.105, EC 3.1.3.46), ESTs and STS"
"Z84721_cds1_at","Zeta-globin 1 gene extracted from Human DNA sequence from cosmid GG1 from a contig from the tip of the short arm of chromosome 16, spanning 2Mb of 16p13.3 Contains alpha and zeta globin genes and ESTs"
"Z84721_cds2_at","Alpha-globin 1 gene extracted from Human DNA sequence from cosmid GG1 from a contig from the tip of the short arm of chromosome 16, spanning 2Mb of 16p13.3 Contains alpha and zeta globin genes and ESTs"
"Z93784_at","GB DEF = DNA sequence from PAC 398C22 on chromosome 22q11.2-qter. Contains Brain Protein E46 like sequences, ESTs"
"Z97054_xpt2_at","DNA binding protein from  Human DNA sequence from PAC 339A18 on chromosome Xp11.1-Xp11.4. Contains KIAA0178 gene, similar to mitosis-specific chromosome segregation protein SMC1 of S.cerevisiae, DNA binding protein similar to URE-B1, ESTs and STS./ntype=DNA /annot=CDS"
"AB006782_at","GB DEF = Galectin-9 isoform"
"D00860_at","PRPS1 Phosphoribosyl pyrophosphate synthetase subunit I"
"D10040_at","FACL1 Long chain fatty acid acyl-coA ligase"
"D16105_at","LTK Leukocyte tyrosine kinase"
"D16480_at","HADHA Hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit"
"D16481_at","Mitochondrial 3-ketoacyl-CoA thiolase beta-subunit of trifunctional protein"
"D21235_at","HHR23A protein"
"D25304_at","KIAA0006 gene, partial cds"
"D26070_at","Type 1 inositol 1,4,5-trisphosphate receptor"
"D29805_at","GGTB2 Glycoprotein-4-beta-galactosyltransferase 2"
"D31889_at","KIAA0072 gene, partial cds"
"D38073_at","MCM3 Minichromosome maintenance deficient (S. cerevisiae) 3"
"D38081_at","TBXA2R Thromboxane A2 receptor"
"D43968_at","CBFA2 Proto-oncogene AML1 {alternative products}"
"D45132_at","Kidney mRNA for zinc-finger DNA-binding protein"
"D50405_at","RPD3 protein"
"D80000_at","KIAA0178 gene, partial cds"
"D86550_at","Serine/threonine protein kinase"
"D86988_at","KIAA0221 gene"
"HG2846-HT2983_at","Dihydrofolate Reductase, Alt. Splice 6"
"HG3543-HT3739_at","Insulin-Like Growth Factor 2"
"HG651-HT4201_at","Adducin, Alpha Subunit, Alt. Splice 2"
"J02783_at","P4HB Procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide (protein disulfide isomerase; thyroid hormone binding protein p55)"
"J04182_at","LAMP1 Lysosome-associated membrane protein 1"
"L00058_at","MYC V-myc avian myelocytomatosis viral oncogene homolog"
"L04282_at","CACCC box-binding protein mRNA"
"L04731_at","Translocation T(4:11) of ALL-1 gene to chromosome 4"
"L07648_at","MXI1 mRNA"
"L08895_at","MEF2C MADS box transcription enhancer factor 2, polypeptide C (myocyte enhancer factor 2C)"
"L10413_at","FNTA Farnesyltransferase, CAAX box, alpha"
"L11066_at","MITOCHONDRIAL STRESS-70 PROTEIN PRECURSOR"
"L11284_at","DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1"
"L13773_at","AF-4 mRNA"
"L21998_at","MUC2 Mucin 2, intestinal/tracheal"
"L22454_at","Nuclear respiratory factor-1 (NRF-1) mRNA"
"L33075_at","Ras GTPase-activating-like protein (IQGAP1) mRNA"
"L35263_at","CSaids binding protein (CSBP1) mRNA"
"L40397_at","(clone S31i125) mRNA, 3' end of cds"
"L49380_at","Transcription factor ZFM1 isoform B3 mRNA, complete  cds"
"L76517_at","(clone cc44) senilin 1 (PS1; S182) mRNA"
"M14745_at","BCL2 B cell lymphoma protein 2"
"M16276_at","HLA-DQB1 Major histocompatibility complex, class II, DQ beta 1"
"M16342_at","HnRNP C2 protein mRNA"
"M24283_at","ICAM1 Intercellular adhesion molecule 1 (CD54), human rhinovirus receptor"
"M24900_at","V-ERBA RELATED PROTEIN EAR-1"
"M31724_at","PTPN1 Tyrosine phosphatase 1"
"M58026_at","CALMODULIN-RELATED PROTEIN NB-1"
"M64231_rna1_at","Spermidine synthase gene"
"M69013_at","GNA11 Guanine nucleotide binding protein (G protein), alpha 11 (Gq class)"
"M69181_at","GB DEF = Nonmuscle myosin heavy chain-B (MYH10) mRNA, partial cds"
"M83664_at","HLA-DPB1 Major histocompatibility complex, class II, DP beta 1"
"M91463_rna1_at","Glucose transporter (GLUT4) gene"
"M93651_at","SET PROTEIN"
"M94046_at","Zinc finger protein (MAZ) mRNA"
"M96843_at","ID2 Inhibitor of DNA binding 2, dominant negative helix-loop-helix protein"
"M97676_at","MSX1 Msh (Drosophila) homeo box homolog 1 (formerly homeo box 7)"
"S68805_at","L-arginine:glycine amidinotransferase [human, kidney carcinoma cells, mRNA, 2330 nt]"
"S76638_at","NFKB2 Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)"
"U04636_rna1_at","Cyclooxygenase-2 (hCox-2) gene"
"U07139_at","CAB3b mRNA for calcium channel beta3 subunit"
"U12767_at","Mitogen induced nuclear orphan receptor (MINOR) mRNA"
"U13022_at","Negative regulator of programmed cell death ICH-1S (Ich-1) mRNA"
"U16307_at","Glioma pathogenesis-related protein (GliPR) mRNA"
"U17838_at","Zinc finger protein RIZ mRNA"
"U17969_at","EIF5A Eukaryotic translation initiation factor 5A"
"U18259_at","Clone CIITA-8 MHC class II transactivator CIITA mRNA"
"U18422_at","DP2 (Humdp2) mRNA"
"U20938_at","Lymphocyte dihydropyrimidine dehydrogenase mRNA"
"U25988_at","PSG13 Pregnancy-specific beta-1 glycoprotein 13"
"U31556_at","E2F5 E2F transcription factor 5, p130-binding"
"U33841_at","ATM Ataxia telangiectasia mutated (includes complementation groups A, C and D)"
"U34587_at","CRHR2 Corticotropin releasing hormone receptor 2"
"U36341_rna1_at","SLC6A8 gene (creatine transporter) extracted from Human Xq28 cosmid, creatine transporter (SLC6A8) gene, and CDM gene, partial cds"
"U37146_at","Silencing mediator of retinoid and thyroid hormone action (SMRT) mRNA"
"U37426_at","Kinesin-like spindle protein HKSP (HKSP) mRNA"
"U38276_at","Semaphorin III family homolog mRNA"
"U41518_at","AQP1 Aquaporin 1 (channel-forming integral protein, 28kD)"
"U41654_at","RagA protein"
"U47077_at","DNA-dependent protein kinase catalytic subunit (DNA-PKcs) mRNA"
"U53204_at","Plectin (PLEC1) mRNA"
"U58675_cds2_at","OR17-40 gene extracted from Human olfactory receptor gene cluster on chromosome 17, OR17-228 and OR17-40, and OR17-24 and OR17-25 pseudogenes"
"U60061_at","RPS26 Ribosomal protein S26"
"U72649_at","BTG2 (BTG2) mRNA"
"U83171_at","Macrophage-derived chemokine precursor (MDC) mRNA"
"U94832_at","KH type splicing regulatory protein KSRP mRNA"
"U96131_at","HPV16 E1 protein binding protein mRNA"
"X02160_at","INSR Insulin receptor"
"X04526_at","GNB1 Guanine nucleotide binding protein (G protein), beta polypeptide 1"
"X05610_at","COL4A2 Collagen, type IV, alpha 2"
"X07203_at","CD20 RECEPTOR"
"X12671_rna1_at","Hnrnp a1 protein gene extracted from Human gene for heterogeneous nuclear ribonucleoprotein (hnRNP) core protein A1"
"X16323_at","HGF Hepatocyte growth factor (hepapoietin A; scatter factor)"
"X55990_rna1_at","ECP gene for eosinophil cationic protein"
"X56841_at","HLA-E MHC class I antigen HLA-E"
"X57985_rna2_at","GL105 gene (histone H2B) extracted from H.sapiens genes for histones H2B.1 and H2A"
"X58072_at","GATA3 GATA-binding protein 3"
"X59739_at","ZFX Zinc finger protein, X-linked"
"X65463_at","RETINOIC ACID RECEPTOR RXR-BETA"
"X65488_at","HETEROGENOUS NUCLEAR RIBONUCLEOPROTEIN U"
"X72727_at","HNRPK Heterogeneous nuclear ribonucleoprotein K"
"X72889_at","Transcriptional activator hSNF2a"
"X73478_at","HPTPA mRNA"
"X75918_at","IMMEDIATE-EARLY RESPONSE PROTEIN NOT"
"X78338_at","MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 1"
"X81625_at","EUKARYOTIC PEPTIDE CHAIN RELEASE FACTOR SUBUNIT 1"
"X82209_at","MN1 mRNA"
"Y00264_at","APP Amyloid A4 protein of Alzheimer's disease"
"Y07909_at","B4B"
"Z15115_at","TOP2B Topoisomerase (DNA) II beta (180kD)"
"Z74615_at","COL1A1 Collagen, type I, alpha 1"
"X95808_s_at","Protein encoded by a candidate gene, DXS6673E, for mental retardation"
"Z49107_s_at","Galectin"
"AC002045_xpt2_s_at","A-589H1.2 from  Homo sapiens Chromosome 16 BAC clone CIT987-SKA-589H1  ~complete genomic sequence, complete sequence./ntype=DNA /annot=mRNA"
"D00408_s_at","CYP3A7 Cytochrome P450 IIIA7 (P450-HFLa)"
"X83416_s_at","PrP gene, exon 2"
"M23178_s_at","MACROPHAGE INFLAMMATORY PROTEIN 1-ALPHA PRECURSOR"
"M18700_s_at","ELASTASE IIIA PRECURSOR"
"Y00097_s_at","ANX6 Annexin VI (p68)"
"M37271_s_at","T-CELL ANTIGEN CD7 PRECURSOR"
"D00749_s_at","T-CELL ANTIGEN CD7 PRECURSOR"
"X15331_s_at","PRPS1 Phosphoribosyl pyrophosphate synthetase 1"
"L09229_s_at","FACL1 Long chain fatty acid acyl-coA ligase"
"L32832_s_at","Zinc finger homeodomain protein (ATBF1-A) mRNA"
"D10537_s_at","MPZ Myelin protein zero (Charcot-Marie-Tooth neuropathy 1B)"
"L06797_s_at","PROBABLE G PROTEIN-COUPLED RECEPTOR LCR1 HOMOLOG"
"D11327_s_at","PTPN7 Protein tyrosine phosphatase, non-receptor type 7"
"D12775_s_at","AMPD3 Adenosine monophosphate deaminase (isoform E)"
"M15465_s_at","PKLR Pyruvate kinase, liver"
"D79206_s_at","SDC4 Syndecan 4 (amphiglycan, ryudocan)"
"HG1686-HT4572_s_at","Transcription Factor E4tf1, Respiratory, Gamma 2 Subunit, Alt. Splice 4"
"D13631_s_at","KIAA0006 gene"
"D13705_s_at","Fatty acids omega-hydroxylase (cytochrome P-450HKV)"
"HG1400-HT1400_s_at","Carboxyl Methyltransferase, Aspartate, Alt. Splice 1"
"HG2348-HT2444_s_at","Peptide Yy"
"D14826_s_at","CREM CAMP responsive element modulator"
"S68271_s_at","CREM CAMP responsive element modulator"
"X52213_s_at","GB DEF = Ltk mRNA"
"Z49835_s_at","PROBABLE PROTEIN DISULFIDE ISOMERASE ER-60 PRECURSOR"
"HG4541-HT4946_s_at","Transformation-Related Protein"
"U00802_s_at","Drebrin E"
"D26156_s_at","Transcriptional activator hSNF2b"
"D87716_s_at","KIAA0007 gene, partial cds"
"L15326_s_at","PTGS2 Prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)"
"D28235_s_at","Cyclooxygenase-2 (hCox-2) gene"
"D28473_s_at","IARS Isoleucine-tRNA synthetase"
"X59842_rna1_s_at","PBX2 mRNA"
"D29640_s_at","Ras GTPase-activating-like protein (IQGAP1) mRNA"
"D29675_s_at","GB DEF = Inducible nitric oxide synthase gene, promoter and exon 1"
"U34380_rna1_s_at","TEC gene extracted from Human protein tyrosine kinase TEC (tec) gene, partial cds, and tyrosine kinase TXK (txk) gene"
"X68688_rna1_s_at","ZNF33B gene"
"D31840_s_at","DRPLA Dentatorubral-pallidoluysian atrophy"
"HG4312-HT4582_s_at","Transcription Factor Iiia"
"X62153_s_at","MCM3 Minichromosome maintenance deficient (S. cerevisiae) 3"
"U27325_s_at","TBXA2R Thromboxane A2 receptor"
"D38251_s_at","DNA-DIRECTED RNA POLYMERASE II 23 KD POLYPEPTIDE"
"U38964_s_at","GB DEF = PMS2 related (hPMSR2) gene"
"D42040_s_at","RING3 PROTEIN"
"Z84497_s_at","RING3 PROTEIN"
"D43682_s_at","Very-long-chain acyl-CoA dehydrogenase (VLCAD)"
"X89109_s_at","MacMarcks mRNA"
"M19311_s_at","CALM1 Calmodulin 1 (phosphorylase kinase, delta)"
"D49487_s_at","LEP Leptin (murine obesity homolog)"
"D49824_s_at","GB DEF = HLA-B null allele mRNA"
"L38593_s_at","GB DEF = Integral membrane protein (NRAMP1) gene, exon 5"
"U50079_s_at","GB DEF = Histone deacetylase HD1 mRNA"
"U58046_s_at","KIAA0139 gene"
"D63479_s_at","DAGK4 Diacylglycerol kinase delta"
"S82447_s_at","GCN5-like 1"
"M96954_s_at","TIAL1 TIA1 cytotoxic granule-associated RNA-binding protein-like 1"
"Y10807_s_at","Suppressor for yeast mutant"
"D78132_s_at","Ras homologue enriched in brain (RHEB) gene, Ras-related GTP binding protein gene"
"D78577_s_at","YWHAH Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide"
"D79984_s_at","KIAA0162 gene"
"S78271_s_at","SB1.8/DXS423E"
"D83260_s_at","HXC-26 mRNA"
"D85131_s_at","Myc-associated zinc-finger protein of human islet"
"D86043_s_at","SHPS-1"
"Y10375_s_at","SHPS-1"
"U19713_s_at","Allograft inflammatory factor-1 (AIF-1) mRNA"
"Z35085_s_at","KIAA0203 gene"
"U52191_s_at","SMCY (H-Y) mRNA"
"L33930_s_at","CD24 signal transducer mRNA and 3' region"
"D90070_s_at","LRP1 ATL-derived PMA-responsive (APR) peptide"
"J03260_s_at","GNAZ Guanine nucleotide binding protein (G protein), alpha z polypeptide"
"HG1728-HT1734_s_at","Non-Specific Cross Reacting Antigen (Gb:D90277), Alt. Splice Form 2"
"X55448_cds1_s_at","G6PD gene (glucose-6-phosphate dehydrogenase) extracted from H.sapiens G6PD gene for glucose-6-phosphate dehydrogenase"
"HG110-HT110_s_at","Heterogeneous Nuclear Ribonucleoprotein A/B"
"HG1140-HT4817_s_at","Collagen, Type Vi, Alpha 2, Alt. Splice 2"
"HG1322-HT5143_s_at","Small Nuclear Ribonucleoprotein, Polypeptide C, Alt. Splice 2"
"M25079_s_at","GB DEF = Sickle cell beta-globin mRNA"
"HG1428-HT1428_s_at","Globin, Beta"
"HG1471-HT3923_s_at","Transcription Factor Oct-1a/1b, Alt. Splice 2, Oct-1b"
"HG1496-HT1496_s_at","Adrenal-Specific Protein Pg2"
"X57351_at","RPS3 Ribosomal protein S3"
"X57351_s_at","RPS3 Ribosomal protein S3"
"HG1595-HT4788_s_at","Heterogeneous Nuclear Ribonucleoprotein I, Alt. Splice 2, Ptb-1"
"HG1751-HT1768_at","Chorionic Somatomammotropin Hormone Cs-5"
"U19247_rna1_s_at","Interferon-gamma receptor alpha chain gene"
"HG1763-HT1780_s_at","Prolactin-Induced Protein"
"J03915_s_at","CHGA Chromogranin A"
"U43901_rna1_s_at","37 kD laminin receptor precursor/p40 ribosome associated protein gene"
"HG1827-HT1856_s_at","Cytochrome P450, Subfamily Iic, Alt. Splice Form 2"
"U24183_s_at","PFKM Phosphofructokinase, muscle"
"Z26248_s_at","PRG2 Proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein)"
"HG2238-HT2321_s_at","Nuclear Mitotic Apparatus Protein 1, Alt. Splice Form 2"
"HG4069-HT4339_s_at","Monocyte Chemotactic Protein 1"
"HG2259-HT2348_s_at","Tubulin, Alpha 1, Isoform 44"
"L14778_s_at","PPP3CA Protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform (calcineurin A alpha){alternative products}"
"HG2479-HT2575_s_at","Helix-Loop-Helix Protein Sef2-1d"
"L08835_rna2_s_at","DM kinase gene (myotonic dystrophy kinase) extracted from Human myotonic dystrophy kinase (DM kinase) gene"
"X06182_s_at","KIT V-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog"
"U22376_cds2_s_at","C-myb gene extracted from Human (c-myb) gene, complete primary cds, and five complete alternatively spliced cds"
"HG2639-HT2735_s_at","Single-Stranded Dna-Binding Protein Mssp-1"
"HG2705-HT2801_s_at","Serine/Threonine Kinase (Gb:Z25427)"
"HG274-HT274_s_at","Gamma-Glutamyltransferase 1 (Gb:J04131)"
"HG2797-HT2906_s_at","Clathrin, Light Polypeptide B, Alt. Splice 2"
"M13452_s_at","LMNA Lamin A"
"HG2809-HT2920_s_at","Lung Surfactant Protein D"
"X04654_s_at","SNRP70 U1 snRNP 70K protein"
"HG2815-HT2931_at","Myosin, Light Chain, Alkali, Smooth Muscle (Gb:U02629), Non-Muscle, Alt. Splice 2"
"HG2815-HT2931_s_at","Myosin, Light Chain, Alkali, Smooth Muscle (Gb:U02629), Non-Muscle, Alt. Splice 2"
"HG2981-HT3127_s_at","Epican, Alt. Splice 11"
"HG2981-HT3125_s_at","Epican, Alt. Splice 1"
"HG2994-HT4850_s_at","Elastin, Alt. Splice 2"
"U77846_rna1_at","Elastin gene, partial cds and partial 3'UTR"
"U77846_rna1_s_at","Elastin gene, partial cds and partial 3'UTR"
"L07807_s_at","DNM1 Dynamin 1"
"HG3076-HT3238_s_at","Heterogeneous Nuclear Ribonucleoprotein K, Alt. Splice 1"
"X75755_rna1_s_at","PR264 gene"
"HG3107-HT3283_s_at","Plasma Membrane Calcium Pump Hpmca2a"
"HG3148-HT3324_s_at","Major Histocompatibility Complex, Class Iii, Rp1, Alt. Splice 1"
"M31520_rna1_at","Unknown protein gene extracted from Human ribosomal protein S24 mRNA"
"U05572_s_at","MANB Mannosidase alpha-B (lysosomal)"
"HG3342-HT3519_s_at","Id1"
"HG3395-HT3573_s_at","Dnaj Homolog (Gb:X63368), Alt. Splice Form 2"
"HG3417-HT3600_s_at","Gtp Cyclohydrolase I, Alt. Splice 1"
"HG3437-HT3628_s_at","Myelin Proteolipid Protein, Alt. Splice 2"
"HG3484-HT3678_s_at","Protein Kinase (Gb:M59287)"
"HG3523-HT4899_s_at","Proto-Oncogene C-Myc, Alt. Splice 3, Orf 114"
"M13929_s_at","MYC V-myc avian myelocytomatosis viral oncogene homolog"
"J03242_s_at","IGF2 Insulin-like growth factor 2 (somatomedin A)"
"HG3638-HT3849_s_at","Amyloid Beta (A4) Precursor Protein, Alt. Splice 2, A4(751)"
"HG371-HT26388_s_at","Mucin 1, Epithelial, Alt. Splice 9"
"HG3725-HT3981_s_at","Insulin-Like Leydig Hormone"
"HG3730-HT4000_s_at","Tyrosine Kinase Syk"
"S80267_s_at","P72syk {G insertion nucleotide 92} [human, Jurkat E6-1 J.CaM1 cells, mRNA Partial Mutant, 1909 nt]"
"HG3920-HT4521_s_at","Homeotic Protein A1, Class I, Alt. Splice 1"
"HG3925-HT4195_s_at","Surfacant Protein Sp-A2 Delta"
"X77588_s_at","GNAS1 Guanine nucleotide binding protein (G protein), alpha stimulating activity polypeptide 1"
"HG4011-HT4804_s_at","Dystrophin-Associated Glycoprotein, 50 Kda, Alt. Splice 2"
"M74509_s_at","GB DEF = Endogenous retrovirus type C oncovirus sequence"
"HG4113-HT4383_s_at","Olfactory Receptor Or17-201"
"HG417-HT417_s_at","Cathepsin B"
"U09937_rna1_s_at","Urokinase-type plasminogen activator receptor gene extracted from Human urokinase-type plasminogen receptor"
"M20867_s_at","GLUD1 Glutamate dehydrogenase"
"HG4264-HT4534_s_at","Guanine Nucleotide-Binding Protein Rab5c-Like Protein"
"HG4318-HT4588_s_at","Lim-Domain Transcription Factor Lim-1"
"HG4334-HT4604_s_at","Glycogenin"
"HG4535-HT4940_s_at","Dematin"
"HG4668-HT5083_s_at","Transcription Factor Mef2, Alt. Splice 2"
"HG4755-HT5203_s_at","Spinal Muscular Atrophy 4"
"HG4757-HT5207_s_at","Oncogene Mll-Af4, Fusion Activated"
"M79463_s_at","PML Probable transcription factor PML {alternative products}"
"HG627-HT5097_s_at","Rhesus (Rh) Blood Group System Ce-Antigen, Alt. Splice 2, Rhvi"
"HG627-HT5098_s_at","Rhesus (Rh) Blood Group System Ce-Antigenl, Alt. Splice 3, Rhviii"
"HG651-HT5209_s_at","Adducin, Alpha Subunit, Alt. Splice 3"
"HG721-HT4828_s_at","Placental Protein 14, Endometrial Alpha 2 Globulin, Alt. Splice 3"
"HG880-HT880_at","Mucin 6, Gastric (Gb:L07517)"
"L08096_s_at","CD70 CD70 antigen (CD27 ligand)"
"S76942_s_at","GB DEF = Dopamine D4 receptor {exon 1} [human, brain tumor tissue, mRNA Partial Mutant, 386 nt]"
"HG982-HT982_s_at","Pre-T/Nk-Cell-Associated Protein 1f6"
"HG998-HT998_s_at","Sulfotransferase, Phenol-Preferring"
"M97935_s_at","SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 1-ALPHA/BETA"
"L00022_s_at","IG EPSILON CHAIN C REGION"
"S71043_rna1_s_at","Ig alpha 2=immunoglobulin A heavy chain allotype 2 {constant region, germ line} [human, peripheral blood neutrophils, Genomic, 1799 nt]"
"M87789_s_at","(hybridoma H210) anti-hepatitis A IgG variable region, constant region, complementarity-determining regions mRNA"
"J00268_s_at","INS Insulin"
"V00594_at","Metallothionein isoform 2"
"V00594_s_at","Metallothionein isoform 2"
"J02621_s_at","Non-histone chromosomal protein HMG-14 mRNA"
"J02683_s_at","ANT2 Adenine nucleotide translocator 2 (fibroblast)"
"X05130_s_at","P4HB Procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide (protein disulfide isomerase; thyroid hormone binding protein p55)"
"M29610_s_at","GYPE Glycophorin E"
"U05255_s_at","GLYCOPHORIN B PRECURSOR"
"Y00339_s_at","CA2 Carbonic anhydrase II"
"U50327_s_at","Protein kinase C substrate 80K-H gene (PRKCSH)"
"J03077_s_at","PSAP Sulfated glycoprotein 1"
"U07806_s_at","TOP1 DNA topoisomerase I"
"J03263_s_at","LAMP1 Lysosome-associated membrane protein 1"
"Y00285_s_at","IGF2R Insulin-like growth factor 2 receptor"
"M26004_s_at","CR2 Complement component (3d/Epstein Barr virus) receptor 2"
"M31551_s_at","PAI2 Plasminogen activator inhibitor, type II (arginine-serpin)"
"X57579_s_at","GB DEF = Activin beta-A subunit (exon 2)"
"U01691_s_at","Annexin V (ANX5) gene, 5'-untranslated region"
"M21119_s_at","LYZ Lysozyme"
"J03805_s_at","Phosphatase 2A mRNA, partial cds"
"M96233_s_at","GSTM4 Glutathione S-transferase M4"
"J05253_s_at","INTERPHOTORECEPTOR RETINOID-BINDING PROTEIN PRECURSOR"
"J04029_s_at","Keratin 10 type I intermediate filament (KRT10) mRNA"
"J04046_s_at","CALMODULIN"
"M69203_s_at","SCYA4 Small inducible cytokine A4 (homologous to mouse Mip-1b)"
"J04130_s_at","SCYA4 Small inducible cytokine A4 (homologous to mouse Mip-1b)"
"M61827_rna1_s_at","Leukosialin (CD43) gene"
"X14684_s_at","SSB Sjogren syndrome antigen B (autoantigen La)"
"J04430_s_at","ACP5 Acid phosphatase 5, tartrate resistant"
"U75272_s_at","PGC Gastricsin (pepsinogen C)"
"X52979_rna1_s_at","SmB protein gene extracted from Human gene for small nuclear ribonucleoproteins SmB and SmB'"
"S40719_s_at","GFAP Glial fibrillary acidic protein"
"X03689_s_at","GB DEF = mRNA fragment for elongation factor TU (N-terminus)"
"J05016_rna1_s_at","(clone pA3) protein disulfide isomerase related protein (ERp72) mRNA"
"J05036_s_at","CTSE Cathepsin E"
"M32304_s_at","TIMP2 Tissue inhibitor of metalloproteinase 2"
"M34996_s_at","MHC cell surface glycoprotein (HLA-DQA) mRNA, 3'end"
"K01160_s_at","HLA-DQA1 MHC class II DQ alpha"
"K02777_s_at","GB DEF = T-cell receptor active alpha-chain mRNA from Jurkat cell line"
"L00634_s_at","FNTA Farnesyltransferase, CAAX box, alpha"
"L03411_s_at","RD Radin blood group"
"U09851_s_at","ZNF148 Zinc finger protein 148 (pHZ-52)"
"L05072_s_at","IRF1 Interferon regulatory factor 1"
"M26665_s_at","HISTATIN 3 PRECURSOR"
"L05624_s_at","DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1"
"S57212_s_at","MEF2C MADS box transcription enhancer factor 2, polypeptide C (myocyte enhancer factor 2C)"
"L09209_s_at","APLP2 Amyloid beta (A4) precursor-like protein 2"
"X70940_s_at","EEF1A2 Eukaryotic translation elongation factor 1 alpha 2"
"U89922_s_at","LTB Lymphotoxin-beta"
"L12711_s_at","TKT Transketolase (Wernicke-Korsakoff syndrome)"
"L13939_s_at","Beta adaptin protein mRNA"
"X67235_s_at","PRHX Proline-rich homeodomain-containing transcription factor (symbol provisional)"
"U33838_s_at","GB DEF = NF-kappa-B p65delta3 mRNA, spliced transcript lacking exons 6 and 7, partial cds"
"Z22951_rna1_s_at","Of p65 gene encoding p65 subunit of transcription factor NF-kappaB"
"L19493_s_at","FRAGILE X MENTAL RETARDATION 1 PROTEIN"
